#    L    TT             EE             BB             TE             PP             TP             EP          
   480   0.216436E+04   0.107727E+02   0.000000E+00  -0.722161E+02   0.174708E-07   0.492365E-05   0.121431E-05
   481   0.217464E+04   0.106087E+02   0.000000E+00  -0.718274E+02   0.174166E-07   0.482680E-05   0.119604E-05
   482   0.218493E+04   0.104469E+02   0.000000E+00  -0.714098E+02   0.173627E-07   0.473273E-05   0.117757E-05
   483   0.219500E+04   0.102864E+02   0.000000E+00  -0.709655E+02   0.173091E-07   0.464139E-05   0.115892E-05
   484   0.220493E+04   0.101280E+02   0.000000E+00  -0.704885E+02   0.172556E-07   0.455272E-05   0.114011E-05
   485   0.221494E+04   0.997089E+01   0.000000E+00  -0.699803E+02   0.172024E-07   0.446667E-05   0.112115E-05
   486   0.222481E+04   0.981666E+01   0.000000E+00  -0.694431E+02   0.171494E-07   0.438318E-05   0.110206E-05
   487   0.223454E+04   0.966451E+01   0.000000E+00  -0.688768E+02   0.170966E-07   0.430221E-05   0.108287E-05
   488   0.224412E+04   0.951371E+01   0.000000E+00  -0.682807E+02   0.170440E-07   0.422370E-05   0.106359E-05
   489   0.225364E+04   0.936572E+01   0.000000E+00  -0.676563E+02   0.169917E-07   0.414760E-05   0.104425E-05
   490   0.226308E+04   0.922056E+01   0.000000E+00  -0.670028E+02   0.169396E-07   0.407385E-05   0.102485E-05
   491   0.227224E+04   0.907748E+01   0.000000E+00  -0.663232E+02   0.168877E-07   0.400240E-05   0.100543E-05
   492   0.228140E+04   0.893721E+01   0.000000E+00  -0.656167E+02   0.168360E-07   0.393320E-05   0.986000E-06
   493   0.229043E+04   0.879827E+01   0.000000E+00  -0.648817E+02   0.167846E-07   0.386619E-05   0.966577E-06
   494   0.229930E+04   0.866362E+01   0.000000E+00  -0.641220E+02   0.167333E-07   0.380133E-05   0.947182E-06
   495   0.230797E+04   0.853104E+01   0.000000E+00  -0.633360E+02   0.166823E-07   0.373855E-05   0.927836E-06
   496   0.231649E+04   0.840201E+01   0.000000E+00  -0.625253E+02   0.166315E-07   0.367781E-05   0.908556E-06
   497   0.232487E+04   0.827578E+01   0.000000E+00  -0.616891E+02   0.165809E-07   0.361905E-05   0.889362E-06
   498   0.233311E+04   0.815161E+01   0.000000E+00  -0.608303E+02   0.165305E-07   0.356222E-05   0.870273E-06
   499   0.234127E+04   0.803172E+01   0.000000E+00  -0.599459E+02   0.164803E-07   0.350726E-05   0.851309E-06
   500   0.234923E+04   0.791388E+01   0.000000E+00  -0.590404E+02   0.164304E-07   0.345413E-05   0.832488E-06
   501   0.235689E+04   0.780031E+01   0.000000E+00  -0.581122E+02   0.163806E-07   0.340277E-05   0.813827E-06
   502   0.236456E+04   0.769029E+01   0.000000E+00  -0.571614E+02   0.163310E-07   0.335317E-05   0.795325E-06
   503   0.237194E+04   0.758305E+01   0.000000E+00  -0.561901E+02   0.162817E-07   0.330530E-05   0.776980E-06
   504   0.237910E+04   0.747936E+01   0.000000E+00  -0.551968E+02   0.162325E-07   0.325916E-05   0.758789E-06
   505   0.238627E+04   0.737994E+01   0.000000E+00  -0.541853E+02   0.161836E-07   0.321472E-05   0.740748E-06
   506   0.239307E+04   0.728422E+01   0.000000E+00  -0.531533E+02   0.161348E-07   0.317196E-05   0.722855E-06
   507   0.239981E+04   0.719189E+01   0.000000E+00  -0.521029E+02   0.160863E-07   0.313088E-05   0.705106E-06
   508   0.240625E+04   0.710398E+01   0.000000E+00  -0.510335E+02   0.160379E-07   0.309145E-05   0.687499E-06
   509   0.241255E+04   0.701955E+01   0.000000E+00  -0.499480E+02   0.159898E-07   0.305366E-05   0.670029E-06
   510   0.241856E+04   0.693926E+01   0.000000E+00  -0.488457E+02   0.159418E-07   0.301749E-05   0.652695E-06
   511   0.242450E+04   0.686281E+01   0.000000E+00  -0.477264E+02   0.158941E-07   0.298293E-05   0.635493E-06
   512   0.243014E+04   0.679064E+01   0.000000E+00  -0.465917E+02   0.158466E-07   0.294996E-05   0.618420E-06
   513   0.243565E+04   0.672255E+01   0.000000E+00  -0.454431E+02   0.157992E-07   0.291856E-05   0.601473E-06
   514   0.244093E+04   0.665882E+01   0.000000E+00  -0.442805E+02   0.157520E-07   0.288872E-05   0.584649E-06
   515   0.244600E+04   0.659938E+01   0.000000E+00  -0.431039E+02   0.157051E-07   0.286042E-05   0.567944E-06
   516   0.245085E+04   0.654431E+01   0.000000E+00  -0.419148E+02   0.156583E-07   0.283364E-05   0.551356E-06
   517   0.245541E+04   0.649375E+01   0.000000E+00  -0.407139E+02   0.156118E-07   0.280836E-05   0.534882E-06
   518   0.245983E+04   0.644757E+01   0.000000E+00  -0.395019E+02   0.155654E-07   0.278458E-05   0.518519E-06
   519   0.246410E+04   0.640598E+01   0.000000E+00  -0.382781E+02   0.155192E-07   0.276228E-05   0.502262E-06
   520   0.246807E+04   0.636891E+01   0.000000E+00  -0.370454E+02   0.154732E-07   0.274143E-05   0.486111E-06
   521   0.247176E+04   0.633643E+01   0.000000E+00  -0.358038E+02   0.154274E-07   0.272202E-05   0.470060E-06
   522   0.247522E+04   0.630878E+01   0.000000E+00  -0.345532E+02   0.153818E-07   0.270404E-05   0.454108E-06
   523   0.247854E+04   0.628580E+01   0.000000E+00  -0.332953E+02   0.153363E-07   0.268747E-05   0.438251E-06
   524   0.248164E+04   0.626749E+01   0.000000E+00  -0.320306E+02   0.152911E-07   0.267229E-05   0.422486E-06
   525   0.248438E+04   0.625400E+01   0.000000E+00  -0.307584E+02   0.152461E-07   0.265848E-05   0.406810E-06
   526   0.248696E+04   0.624534E+01   0.000000E+00  -0.294809E+02   0.152012E-07   0.264604E-05   0.391220E-06
   527   0.248948E+04   0.624150E+01   0.000000E+00  -0.281989E+02   0.151565E-07   0.263494E-05   0.375713E-06
   528   0.249163E+04   0.624249E+01   0.000000E+00  -0.269138E+02   0.151120E-07   0.262517E-05   0.360286E-06
   529   0.249356E+04   0.624860E+01   0.000000E+00  -0.256241E+02   0.150677E-07   0.261670E-05   0.344935E-06
   530   0.249520E+04   0.625961E+01   0.000000E+00  -0.243335E+02   0.150236E-07   0.260954E-05   0.329658E-06
   531   0.249683E+04   0.627546E+01   0.000000E+00  -0.230390E+02   0.149796E-07   0.260365E-05   0.314452E-06
   532   0.249803E+04   0.629643E+01   0.000000E+00  -0.217444E+02   0.149359E-07   0.259902E-05   0.299313E-06
   533   0.249900E+04   0.632238E+01   0.000000E+00  -0.204495E+02   0.148923E-07   0.259563E-05   0.284238E-06
   534   0.249976E+04   0.635339E+01   0.000000E+00  -0.191551E+02   0.148489E-07   0.259348E-05   0.269225E-06
   535   0.250029E+04   0.638953E+01   0.000000E+00  -0.178620E+02   0.148057E-07   0.259253E-05   0.254270E-06
   536   0.250061E+04   0.643065E+01   0.000000E+00  -0.165702E+02   0.147626E-07   0.259279E-05   0.239370E-06
   537   0.250077E+04   0.647683E+01   0.000000E+00  -0.152810E+02   0.147197E-07   0.259422E-05   0.224523E-06
   538   0.250057E+04   0.652822E+01   0.000000E+00  -0.139952E+02   0.146770E-07   0.259682E-05   0.209724E-06
   539   0.250022E+04   0.658452E+01   0.000000E+00  -0.127136E+02   0.146345E-07   0.260056E-05   0.194972E-06
   540   0.249965E+04   0.664617E+01   0.000000E+00  -0.114368E+02   0.145922E-07   0.260543E-05   0.180262E-06
   541   0.249879E+04   0.671275E+01   0.000000E+00  -0.101649E+02   0.145500E-07   0.261142E-05   0.165592E-06
   542   0.249777E+04   0.678446E+01   0.000000E+00  -0.889999E+01   0.145080E-07   0.261850E-05   0.150959E-06
   543   0.249647E+04   0.686138E+01   0.000000E+00  -0.764172E+01   0.144662E-07   0.262667E-05   0.136360E-06
   544   0.249501E+04   0.694338E+01   0.000000E+00  -0.639099E+01   0.144245E-07   0.263590E-05   0.121791E-06
   545   0.249326E+04   0.703043E+01   0.000000E+00  -0.514837E+01   0.143831E-07   0.264618E-05   0.107249E-06
   546   0.249136E+04   0.712234E+01   0.000000E+00  -0.391489E+01   0.143417E-07   0.265749E-05   0.927326E-07
   547   0.248916E+04   0.721931E+01   0.000000E+00  -0.269083E+01   0.143006E-07   0.266982E-05   0.782371E-07
   548   0.248682E+04   0.732135E+01   0.000000E+00  -0.147720E+01   0.142596E-07   0.268315E-05   0.637599E-07
   549   0.248425E+04   0.742847E+01   0.000000E+00  -0.274694E+00   0.142188E-07   0.269746E-05   0.492979E-07
   550   0.248146E+04   0.754066E+01   0.000000E+00   0.916134E+00   0.141782E-07   0.271273E-05   0.348481E-07
   551   0.247853E+04   0.765792E+01   0.000000E+00   0.209469E+01   0.141377E-07   0.272896E-05   0.204082E-07
   552   0.247529E+04   0.778026E+01   0.000000E+00   0.325988E+01   0.140974E-07   0.274613E-05   0.597949E-08
   553   0.247191E+04   0.790619E+01   0.000000E+00   0.441147E+01   0.140573E-07   0.276422E-05  -0.843598E-08
   554   0.246831E+04   0.803870E+01   0.000000E+00   0.554865E+01   0.140173E-07   0.278323E-05  -0.228361E-07
   555   0.246448E+04   0.817556E+01   0.000000E+00   0.667058E+01   0.139775E-07   0.280315E-05  -0.372188E-07
   556   0.246043E+04   0.831751E+01   0.000000E+00   0.777710E+01   0.139378E-07   0.282396E-05  -0.515821E-07
   557   0.245623E+04   0.846383E+01   0.000000E+00   0.886642E+01   0.138983E-07   0.284566E-05  -0.659237E-07
   558   0.245180E+04   0.861599E+01   0.000000E+00   0.993914E+01   0.138590E-07   0.286823E-05  -0.802417E-07
   559   0.244716E+04   0.877177E+01   0.000000E+00   0.109945E+02   0.138198E-07   0.289166E-05  -0.945339E-07
   560   0.244243E+04   0.893192E+01   0.000000E+00   0.120310E+02   0.137808E-07   0.291594E-05  -0.108798E-06
   561   0.243734E+04   0.909719E+01   0.000000E+00   0.130486E+02   0.137419E-07   0.294106E-05  -0.123033E-06
   562   0.243224E+04   0.926759E+01   0.000000E+00   0.140466E+02   0.137033E-07   0.296700E-05  -0.137235E-06
   563   0.242692E+04   0.944162E+01   0.000000E+00   0.150265E+02   0.136647E-07   0.299377E-05  -0.151404E-06
   564   0.242145E+04   0.962154E+01   0.000000E+00   0.159830E+02   0.136263E-07   0.302134E-05  -0.165536E-06
   565   0.241575E+04   0.980435E+01   0.000000E+00   0.169199E+02   0.135881E-07   0.304970E-05  -0.179630E-06
   566   0.240990E+04   0.999231E+01   0.000000E+00   0.178341E+02   0.135500E-07   0.307885E-05  -0.193683E-06
   567   0.240391E+04   0.101839E+02   0.000000E+00   0.187265E+02   0.135121E-07   0.310877E-05  -0.207695E-06
   568   0.239776E+04   0.103807E+02   0.000000E+00   0.195954E+02   0.134744E-07   0.313945E-05  -0.221661E-06
   569   0.239138E+04   0.105819E+02   0.000000E+00   0.204432E+02   0.134368E-07   0.317088E-05  -0.235581E-06
   570   0.238493E+04   0.107867E+02   0.000000E+00   0.212646E+02   0.133993E-07   0.320305E-05  -0.249453E-06
   571   0.237825E+04   0.109960E+02   0.000000E+00   0.220619E+02   0.133620E-07   0.323595E-05  -0.263274E-06
   572   0.237143E+04   0.112090E+02   0.000000E+00   0.228350E+02   0.133248E-07   0.326956E-05  -0.277041E-06
   573   0.236452E+04   0.114256E+02   0.000000E+00   0.235817E+02   0.132878E-07   0.330389E-05  -0.290754E-06
   574   0.235746E+04   0.116467E+02   0.000000E+00   0.243035E+02   0.132510E-07   0.333890E-05  -0.304410E-06
   575   0.235025E+04   0.118707E+02   0.000000E+00   0.249981E+02   0.132143E-07   0.337460E-05  -0.318007E-06
   576   0.234297E+04   0.120992E+02   0.000000E+00   0.256670E+02   0.131777E-07   0.341097E-05  -0.331543E-06
   577   0.233545E+04   0.123313E+02   0.000000E+00   0.263087E+02   0.131413E-07   0.344800E-05  -0.345015E-06
   578   0.232786E+04   0.125665E+02   0.000000E+00   0.269225E+02   0.131051E-07   0.348569E-05  -0.358423E-06
   579   0.232019E+04   0.128061E+02   0.000000E+00   0.275091E+02   0.130690E-07   0.352401E-05  -0.371762E-06
   580   0.231244E+04   0.130486E+02   0.000000E+00   0.280663E+02   0.130330E-07   0.356296E-05  -0.385032E-06
   581   0.230439E+04   0.132942E+02   0.000000E+00   0.285962E+02   0.129972E-07   0.360252E-05  -0.398231E-06
   582   0.229634E+04   0.135435E+02   0.000000E+00   0.290967E+02   0.129615E-07   0.364269E-05  -0.411356E-06
   583   0.228820E+04   0.137957E+02   0.000000E+00   0.295670E+02   0.129260E-07   0.368346E-05  -0.424405E-06
   584   0.227999E+04   0.140510E+02   0.000000E+00   0.300085E+02   0.128906E-07   0.372481E-05  -0.437377E-06
   585   0.227170E+04   0.143092E+02   0.000000E+00   0.304199E+02   0.128553E-07   0.376673E-05  -0.450268E-06
   586   0.226325E+04   0.145697E+02   0.000000E+00   0.308009E+02   0.128202E-07   0.380922E-05  -0.463078E-06
   587   0.225480E+04   0.148340E+02   0.000000E+00   0.311518E+02   0.127852E-07   0.385225E-05  -0.475803E-06
   588   0.224620E+04   0.151005E+02   0.000000E+00   0.314709E+02   0.127504E-07   0.389582E-05  -0.488442E-06
   589   0.223751E+04   0.153701E+02   0.000000E+00   0.317598E+02   0.127157E-07   0.393992E-05  -0.500993E-06
   590   0.222875E+04   0.156411E+02   0.000000E+00   0.320176E+02   0.126812E-07   0.398454E-05  -0.513454E-06
   591   0.221997E+04   0.159160E+02   0.000000E+00   0.322437E+02   0.126468E-07   0.402966E-05  -0.525822E-06
   592   0.221112E+04   0.161916E+02   0.000000E+00   0.324372E+02   0.126125E-07   0.407528E-05  -0.538096E-06
   593   0.220219E+04   0.164710E+02   0.000000E+00   0.326005E+02   0.125783E-07   0.412138E-05  -0.550273E-06
   594   0.219310E+04   0.167520E+02   0.000000E+00   0.327304E+02   0.125443E-07   0.416795E-05  -0.562352E-06
   595   0.218401E+04   0.170338E+02   0.000000E+00   0.328294E+02   0.125105E-07   0.421499E-05  -0.574329E-06
   596   0.217498E+04   0.173193E+02   0.000000E+00   0.328950E+02   0.124767E-07   0.426247E-05  -0.586204E-06
   597   0.216588E+04   0.176042E+02   0.000000E+00   0.329288E+02   0.124431E-07   0.431040E-05  -0.597974E-06
   598   0.215691E+04   0.178922E+02   0.000000E+00   0.329300E+02   0.124097E-07   0.435875E-05  -0.609637E-06
   599   0.214779E+04   0.181817E+02   0.000000E+00   0.328994E+02   0.123763E-07   0.440752E-05  -0.621191E-06
   600   0.213859E+04   0.184728E+02   0.000000E+00   0.328355E+02   0.123431E-07   0.445669E-05  -0.632634E-06
   601   0.212938E+04   0.187655E+02   0.000000E+00   0.327390E+02   0.123100E-07   0.450626E-05  -0.643964E-06
   602   0.212016E+04   0.190583E+02   0.000000E+00   0.326091E+02   0.122771E-07   0.455621E-05  -0.655180E-06
   603   0.211086E+04   0.193535E+02   0.000000E+00   0.324480E+02   0.122443E-07   0.460653E-05  -0.666282E-06
   604   0.210170E+04   0.196487E+02   0.000000E+00   0.322535E+02   0.122116E-07   0.465722E-05  -0.677269E-06
   605   0.209246E+04   0.199448E+02   0.000000E+00   0.320263E+02   0.121791E-07   0.470825E-05  -0.688140E-06
   606   0.208329E+04   0.202417E+02   0.000000E+00   0.317663E+02   0.121466E-07   0.475962E-05  -0.698895E-06
   607   0.207388E+04   0.205395E+02   0.000000E+00   0.314736E+02   0.121143E-07   0.481132E-05  -0.709534E-06
   608   0.206469E+04   0.208382E+02   0.000000E+00   0.311481E+02   0.120822E-07   0.486333E-05  -0.720056E-06
   609   0.205557E+04   0.211363E+02   0.000000E+00   0.307897E+02   0.120501E-07   0.491564E-05  -0.730460E-06
   610   0.204637E+04   0.214344E+02   0.000000E+00   0.303985E+02   0.120182E-07   0.496825E-05  -0.740746E-06
   611   0.203723E+04   0.217335E+02   0.000000E+00   0.299752E+02   0.119864E-07   0.502113E-05  -0.750912E-06
   612   0.202816E+04   0.220334E+02   0.000000E+00   0.295204E+02   0.119547E-07   0.507429E-05  -0.760960E-06
   613   0.201901E+04   0.223305E+02   0.000000E+00   0.290320E+02   0.119232E-07   0.512771E-05  -0.770888E-06
   614   0.201000E+04   0.226292E+02   0.000000E+00   0.285113E+02   0.118917E-07   0.518136E-05  -0.780695E-06
   615   0.200098E+04   0.229266E+02   0.000000E+00   0.279591E+02   0.118604E-07   0.523526E-05  -0.790381E-06
   616   0.199203E+04   0.232249E+02   0.000000E+00   0.273754E+02   0.118293E-07   0.528938E-05  -0.799946E-06
   617   0.198322E+04   0.235226E+02   0.000000E+00   0.267601E+02   0.117982E-07   0.534371E-05  -0.809389E-06
   618   0.197440E+04   0.238197E+02   0.000000E+00   0.261124E+02   0.117673E-07   0.539824E-05  -0.818708E-06
   619   0.196557E+04   0.241170E+02   0.000000E+00   0.254354E+02   0.117365E-07   0.545296E-05  -0.827905E-06
   620   0.195696E+04   0.244114E+02   0.000000E+00   0.247267E+02   0.117058E-07   0.550786E-05  -0.836978E-06
   621   0.194827E+04   0.247060E+02   0.000000E+00   0.239870E+02   0.116752E-07   0.556293E-05  -0.845926E-06
   622   0.193972E+04   0.249993E+02   0.000000E+00   0.232164E+02   0.116447E-07   0.561815E-05  -0.854750E-06
   623   0.193131E+04   0.252906E+02   0.000000E+00   0.224170E+02   0.116144E-07   0.567351E-05  -0.863448E-06
   624   0.192289E+04   0.255805E+02   0.000000E+00   0.215873E+02   0.115842E-07   0.572901E-05  -0.872021E-06
   625   0.191454E+04   0.258691E+02   0.000000E+00   0.207274E+02   0.115541E-07   0.578463E-05  -0.880466E-06
   626   0.190633E+04   0.261564E+02   0.000000E+00   0.198385E+02   0.115241E-07   0.584035E-05  -0.888785E-06
   627   0.189826E+04   0.264417E+02   0.000000E+00   0.189208E+02   0.114942E-07   0.589618E-05  -0.896975E-06
   628   0.189025E+04   0.267250E+02   0.000000E+00   0.179742E+02   0.114645E-07   0.595209E-05  -0.905038E-06
   629   0.188239E+04   0.270062E+02   0.000000E+00   0.169993E+02   0.114348E-07   0.600808E-05  -0.912972E-06
   630   0.187452E+04   0.272854E+02   0.000000E+00   0.159955E+02   0.114053E-07   0.606413E-05  -0.920776E-06
   631   0.186680E+04   0.275625E+02   0.000000E+00   0.149657E+02   0.113759E-07   0.612024E-05  -0.928451E-06
   632   0.185928E+04   0.278369E+02   0.000000E+00   0.139076E+02   0.113466E-07   0.617638E-05  -0.935995E-06
   633   0.185176E+04   0.281100E+02   0.000000E+00   0.128234E+02   0.113174E-07   0.623256E-05  -0.943408E-06
   634   0.184446E+04   0.283788E+02   0.000000E+00   0.117130E+02   0.112883E-07   0.628875E-05  -0.950690E-06
   635   0.183729E+04   0.286464E+02   0.000000E+00   0.105769E+02   0.112594E-07   0.634495E-05  -0.957839E-06
   636   0.183012E+04   0.289120E+02   0.000000E+00   0.941572E+01   0.112305E-07   0.640115E-05  -0.964856E-06
   637   0.182316E+04   0.291726E+02   0.000000E+00   0.822874E+01   0.112018E-07   0.645733E-05  -0.971739E-06
   638   0.181635E+04   0.294319E+02   0.000000E+00   0.701813E+01   0.111731E-07   0.651348E-05  -0.978489E-06
   639   0.180967E+04   0.296870E+02   0.000000E+00   0.578291E+01   0.111446E-07   0.656960E-05  -0.985104E-06
   640   0.180314E+04   0.299401E+02   0.000000E+00   0.452462E+01   0.111162E-07   0.662566E-05  -0.991585E-06
   641   0.179675E+04   0.301898E+02   0.000000E+00   0.324322E+01   0.110879E-07   0.668167E-05  -0.997930E-06
   642   0.179042E+04   0.304352E+02   0.000000E+00   0.193945E+01   0.110597E-07   0.673760E-05  -0.100414E-05
   643   0.178431E+04   0.306786E+02   0.000000E+00   0.613761E+00   0.110316E-07   0.679344E-05  -0.101021E-05
   644   0.177841E+04   0.309163E+02   0.000000E+00  -0.733200E+00   0.110036E-07   0.684919E-05  -0.101615E-05
   645   0.177258E+04   0.311513E+02   0.000000E+00  -0.210117E+01   0.109758E-07   0.690484E-05  -0.102194E-05
   646   0.176690E+04   0.313829E+02   0.000000E+00  -0.348950E+01   0.109480E-07   0.696036E-05  -0.102760E-05
   647   0.176150E+04   0.316102E+02   0.000000E+00  -0.489808E+01   0.109203E-07   0.701576E-05  -0.103312E-05
   648   0.175609E+04   0.318341E+02   0.000000E+00  -0.632501E+01   0.108928E-07   0.707101E-05  -0.103851E-05
   649   0.175098E+04   0.320530E+02   0.000000E+00  -0.777104E+01   0.108653E-07   0.712612E-05  -0.104375E-05
   650   0.174600E+04   0.322678E+02   0.000000E+00  -0.923474E+01   0.108379E-07   0.718106E-05  -0.104885E-05
   651   0.174116E+04   0.324798E+02   0.000000E+00  -0.107161E+02   0.108107E-07   0.723582E-05  -0.105381E-05
   652   0.173647E+04   0.326870E+02   0.000000E+00  -0.122145E+02   0.107835E-07   0.729040E-05  -0.105863E-05
   653   0.173207E+04   0.328884E+02   0.000000E+00  -0.137283E+02   0.107565E-07   0.734479E-05  -0.106331E-05
   654   0.172773E+04   0.330864E+02   0.000000E+00  -0.152570E+02   0.107295E-07   0.739899E-05  -0.106785E-05
   655   0.172354E+04   0.332802E+02   0.000000E+00  -0.168012E+02   0.107027E-07   0.745299E-05  -0.107225E-05
   656   0.171963E+04   0.334690E+02   0.000000E+00  -0.183595E+02   0.106759E-07   0.750678E-05  -0.107651E-05
   657   0.171587E+04   0.336530E+02   0.000000E+00  -0.199304E+02   0.106493E-07   0.756035E-05  -0.108063E-05
   658   0.171217E+04   0.338327E+02   0.000000E+00  -0.215147E+02   0.106227E-07   0.761371E-05  -0.108461E-05
   659   0.170884E+04   0.340074E+02   0.000000E+00  -0.231109E+02   0.105963E-07   0.766683E-05  -0.108845E-05
   660   0.170566E+04   0.341765E+02   0.000000E+00  -0.247184E+02   0.105699E-07   0.771972E-05  -0.109216E-05
   661   0.170261E+04   0.343407E+02   0.000000E+00  -0.263356E+02   0.105437E-07   0.777237E-05  -0.109573E-05
   662   0.169979E+04   0.345006E+02   0.000000E+00  -0.279641E+02   0.105175E-07   0.782478E-05  -0.109916E-05
   663   0.169710E+04   0.346556E+02   0.000000E+00  -0.296024E+02   0.104915E-07   0.787693E-05  -0.110245E-05
   664   0.169464E+04   0.348041E+02   0.000000E+00  -0.312483E+02   0.104655E-07   0.792881E-05  -0.110561E-05
   665   0.169232E+04   0.349477E+02   0.000000E+00  -0.329026E+02   0.104396E-07   0.798043E-05  -0.110863E-05
   666   0.169021E+04   0.350864E+02   0.000000E+00  -0.345637E+02   0.104139E-07   0.803178E-05  -0.111152E-05
   667   0.168833E+04   0.352193E+02   0.000000E+00  -0.362318E+02   0.103882E-07   0.808285E-05  -0.111427E-05
   668   0.168651E+04   0.353473E+02   0.000000E+00  -0.379061E+02   0.103626E-07   0.813363E-05  -0.111688E-05
   669   0.168506E+04   0.354695E+02   0.000000E+00  -0.395851E+02   0.103371E-07   0.818412E-05  -0.111936E-05
   670   0.168368E+04   0.355861E+02   0.000000E+00  -0.412675E+02   0.103117E-07   0.823431E-05  -0.112170E-05
   671   0.168260E+04   0.356984E+02   0.000000E+00  -0.429546E+02   0.102864E-07   0.828419E-05  -0.112392E-05
   672   0.168158E+04   0.358036E+02   0.000000E+00  -0.446450E+02   0.102612E-07   0.833376E-05  -0.112599E-05
   673   0.168086E+04   0.359045E+02   0.000000E+00  -0.463366E+02   0.102361E-07   0.838301E-05  -0.112793E-05
   674   0.168029E+04   0.359990E+02   0.000000E+00  -0.480301E+02   0.102111E-07   0.843193E-05  -0.112974E-05
   675   0.167993E+04   0.360878E+02   0.000000E+00  -0.497247E+02   0.101861E-07   0.848052E-05  -0.113142E-05
   676   0.167972E+04   0.361708E+02   0.000000E+00  -0.514184E+02   0.101613E-07   0.852878E-05  -0.113296E-05
   677   0.167973E+04   0.362481E+02   0.000000E+00  -0.531117E+02   0.101365E-07   0.857668E-05  -0.113437E-05
   678   0.167996E+04   0.363190E+02   0.000000E+00  -0.548041E+02   0.101119E-07   0.862424E-05  -0.113565E-05
   679   0.168033E+04   0.363849E+02   0.000000E+00  -0.564940E+02   0.100873E-07   0.867143E-05  -0.113680E-05
   680   0.168100E+04   0.364451E+02   0.000000E+00  -0.581816E+02   0.100628E-07   0.871826E-05  -0.113781E-05
   681   0.168182E+04   0.364988E+02   0.000000E+00  -0.598645E+02   0.100384E-07   0.876472E-05  -0.113870E-05
   682   0.168279E+04   0.365460E+02   0.000000E+00  -0.615443E+02   0.100141E-07   0.881080E-05  -0.113945E-05
   683   0.168405E+04   0.365890E+02   0.000000E+00  -0.632202E+02   0.998990E-08   0.885650E-05  -0.114008E-05
   684   0.168538E+04   0.366240E+02   0.000000E+00  -0.648901E+02   0.996577E-08   0.890180E-05  -0.114057E-05
   685   0.168686E+04   0.366541E+02   0.000000E+00  -0.665540E+02   0.994173E-08   0.894670E-05  -0.114094E-05
   686   0.168856E+04   0.366776E+02   0.000000E+00  -0.682030E+02   0.991777E-08   0.899121E-05  -0.114117E-05
   687   0.169056E+04   0.366962E+02   0.000000E+00  -0.698483E+02   0.989390E-08   0.903529E-05  -0.114128E-05
   688   0.169263E+04   0.367076E+02   0.000000E+00  -0.714876E+02   0.987012E-08   0.907897E-05  -0.114125E-05
   689   0.169492E+04   0.367132E+02   0.000000E+00  -0.731136E+02   0.984641E-08   0.912222E-05  -0.114110E-05
   690   0.169736E+04   0.367139E+02   0.000000E+00  -0.747337E+02   0.982280E-08   0.916503E-05  -0.114082E-05
   691   0.170003E+04   0.367065E+02   0.000000E+00  -0.763405E+02   0.979927E-08   0.920741E-05  -0.114042E-05
   692   0.170284E+04   0.366949E+02   0.000000E+00  -0.779340E+02   0.977582E-08   0.924935E-05  -0.113988E-05
   693   0.170588E+04   0.366769E+02   0.000000E+00  -0.795217E+02   0.975245E-08   0.929083E-05  -0.113922E-05
   694   0.170899E+04   0.366523E+02   0.000000E+00  -0.810887E+02   0.972917E-08   0.933186E-05  -0.113843E-05
   695   0.171240E+04   0.366235E+02   0.000000E+00  -0.826426E+02   0.970597E-08   0.937243E-05  -0.113752E-05
   696   0.171596E+04   0.365874E+02   0.000000E+00  -0.841981E+02   0.968285E-08   0.941252E-05  -0.113648E-05
   697   0.171966E+04   0.365456E+02   0.000000E+00  -0.857256E+02   0.965981E-08   0.945214E-05  -0.113531E-05
   698   0.172352E+04   0.364973E+02   0.000000E+00  -0.872400E+02   0.963686E-08   0.949128E-05  -0.113402E-05
   699   0.172753E+04   0.364440E+02   0.000000E+00  -0.887338E+02   0.961398E-08   0.952992E-05  -0.113260E-05
   700   0.173176E+04   0.363842E+02   0.000000E+00  -0.902146E+02   0.959119E-08   0.956807E-05  -0.113106E-05
   701   0.173614E+04   0.363186E+02   0.000000E+00  -0.916823E+02   0.956847E-08   0.960572E-05  -0.112939E-05
   702   0.174067E+04   0.362480E+02   0.000000E+00  -0.931220E+02   0.954584E-08   0.964286E-05  -0.112761E-05
   703   0.174536E+04   0.361709E+02   0.000000E+00  -0.945636E+02   0.952328E-08   0.967948E-05  -0.112569E-05
   704   0.175019E+04   0.360888E+02   0.000000E+00  -0.959698E+02   0.950080E-08   0.971559E-05  -0.112366E-05
   705   0.175510E+04   0.360001E+02   0.000000E+00  -0.973555E+02   0.947840E-08   0.975117E-05  -0.112150E-05
   706   0.176024E+04   0.359064E+02   0.000000E+00  -0.987281E+02   0.945607E-08   0.978623E-05  -0.111923E-05
   707   0.176545E+04   0.358069E+02   0.000000E+00  -0.100080E+03   0.943383E-08   0.982075E-05  -0.111683E-05
   708   0.177096E+04   0.357024E+02   0.000000E+00  -0.101397E+03   0.941166E-08   0.985473E-05  -0.111432E-05
   709   0.177648E+04   0.355920E+02   0.000000E+00  -0.102708E+03   0.938957E-08   0.988817E-05  -0.111169E-05
   710   0.178222E+04   0.354759E+02   0.000000E+00  -0.103991E+03   0.936755E-08   0.992106E-05  -0.110894E-05
